carat,cut,color,clarity,depth,table,price,size
1.02,Premium,I,SI1,61.7,58.0,4113,166.76604000000003
1.2,Premium,J,SI1,62.8,58.0,4113,191.86857000000003
0.96,Premium,E,SI2,62.6,60.0,4113,155.879008
1.02,Ideal,I,SI2,60.6,56.0,4113,170.32133700000003
0.7,Very Good,E,VVS1,61.9,58.0,4114,110.81448
0.7,Ideal,F,VVS2,61.7,55.0,4114,115.49454
0.7,Ideal,F,VVS2,61.2,56.0,4114,116.58028800000002
0.9,Good,I,VVS1,63.6,58.0,4114,145.69606
0.9,Premium,D,SI2,59.2,60.0,4114,149.38308
0.91,Fair,H,VVS1,56.5,67.0,4115,147.40352
0.9,Very Good,G,VS1,61.5,56.0,4116,144.894
1.01,Good,H,SI1,64.0,58.0,4116,163.19048199999997
1.01,Good,H,SI1,63.4,58.0,4116,165.36838500000002
0.73,Very Good,D,VS1,61.1,59.0,4116,120.78866400000001
0.98,Ideal,G,SI2,62.9,57.0,4116,158.068329
0.92,Good,H,VS1,62.3,63.0,4116,151.06392
1.05,Premium,H,SI2,61.4,58.0,4116,173.423796
1.05,Premium,G,SI2,61.7,56.0,4116,173.324484
1.05,Premium,J,VS1,60.0,60.0,4116,166.1512
1.05,Ideal,J,VS1,62.8,57.0,4116,167.03178000000003
1.0,Premium,E,SI2,62.6,60.0,4116,159.576135
0.9,Good,D,SI1,64.4,60.0,4117,137.44500000000002
0.8,Very Good,E,VS1,60.7,60.0,4118,134.1018
1.02,Ideal,I,SI2,61.8,57.0,4118,165.99357600000002
1.01,Ideal,E,SI2,63.0,56.0,4118,158.96916
1.01,Premium,E,SI2,60.6,58.0,4118,166.461454
1.01,Fair,E,SI2,55.2,65.0,4118,167.775846
1.01,Very Good,E,SI2,63.1,61.0,4118,158.21216399999997
1.01,Fair,E,SI2,64.7,55.0,4118,164.53709999999998
1.01,Fair,D,SI1,66.3,55.0,4118,157.73111400000002
1.01,Good,E,SI2,63.7,55.0,4118,163.04408999999998
1.01,Premium,G,SI1,63.0,60.0,4118,158.96916
1.01,Ideal,I,VS1,62.9,56.0,4118,165.324302
1.01,Premium,G,SI1,60.0,59.0,4118,163.845633
1.07,Premium,H,SI2,62.2,59.0,4119,170.686364
0.9,Good,F,SI1,62.5,59.0,4119,142.84126
0.9,Very Good,F,SI1,62.7,59.0,4119,145.14192000000003
1.01,Very Good,F,SI2,62.8,58.0,4119,159.723768
1.01,Ideal,H,SI2,62.8,56.0,4119,165.83853000000002
1.01,Good,F,SI2,58.2,63.0,4119,162.0339
1.01,Very Good,J,VS2,59.3,59.0,4120,165.9476
1.11,Premium,I,SI2,61.5,58.0,4120,179.34252000000004
1.06,Ideal,H,SI1,62.7,57.0,4120,172.64275200000003
1.11,Premium,I,SI2,61.8,58.0,4120,180.49266
0.9,Good,D,SI1,63.8,58.0,4120,145.59363
1.09,Premium,I,SI2,61.3,55.0,4120,179.44304400000001
1.01,Very Good,F,SI2,62.7,56.0,4121,162.56
1.01,Good,I,VS2,62.8,59.0,4121,162.304
1.01,Very Good,F,SI2,62.2,58.0,4121,161.59488000000005
1.01,Good,F,SI2,63.6,59.0,4121,163.158632
1.01,Very Good,F,SI2,61.0,60.0,4121,164.42092800000003
1.01,Premium,F,SI2,60.6,60.0,4121,165.0207
0.91,Premium,D,SI2,62.2,59.0,4123,148.855882
0.91,Very Good,D,SI2,61.5,56.0,4123,149.75769599999998
0.91,Premium,D,SI2,61.1,60.0,4123,150.32596800000002
1.13,Fair,J,SI1,64.9,55.0,4123,180.515456
1.04,Premium,D,SI2,60.9,57.0,4123,168.505062
0.9,Very Good,F,VS2,62.7,62.0,4124,145.139995
0.71,Ideal,E,VVS2,62.0,57.0,4124,115.41816
0.9,Good,G,VS2,64.9,61.0,4124,136.647474
1.08,Premium,G,SI2,63.0,54.0,4124,177.727116
1.14,Ideal,F,I1,61.3,56.0,4124,188.172712
1.0,Good,H,SI2,62.7,58.0,4125,158.171508
1.0,Very Good,E,SI2,62.8,59.0,4125,158.56974
1.0,Ideal,I,SI1,59.8,57.0,4125,161.9982
1.0,Very Good,I,SI1,63.0,58.0,4125,158.71841999999998
1.04,Very Good,G,SI2,62.7,57.0,4125,166.61632
0.8,Ideal,E,SI1,61.9,55.0,4125,131.07322800000003
0.91,Good,G,VS2,59.9,61.0,4125,147.1725
0.9,Fair,E,VS2,64.5,61.0,4125,142.74819
0.8,Very Good,F,VVS2,62.7,58.0,4126,128.79551999999998
0.9,Very Good,I,VS1,62.6,59.0,4126,144.29376
0.8,Ideal,E,VS2,62.2,55.0,4126,132.00551000000002
1.05,Ideal,J,SI2,62.3,54.0,4126,173.81342
1.07,Premium,I,SI1,61.2,58.0,4126,174.74483
0.81,Ideal,G,VVS2,61.7,55.1,4127,133.778148
0.74,Ideal,F,VVS1,60.8,60.0,4127,121.07346000000001
0.89,Ideal,F,SI1,62.1,55.0,4127,145.56681
1.01,Fair,F,SI2,58.2,61.0,4127,159.703488
0.9,Ideal,D,VS2,61.5,56.0,4128,148.4125
0.91,Premium,H,VS2,62.8,58.0,4128,146.849085
0.91,Premium,H,VS2,61.9,59.0,4128,147.84537600000002
0.91,Premium,H,VS2,61.0,59.0,4128,152.16537599999998
1.07,Ideal,F,SI2,61.2,57.0,4128,176.248232
0.91,Premium,H,VS2,59.9,62.0,4128,149.389266
1.01,Ideal,G,SI1,61.5,56.0,4129,168.055608
0.9,Very Good,H,VS2,63.7,61.0,4129,141.51840800000002
1.01,Ideal,H,SI2,61.7,56.0,4129,165.576358
1.01,Very Good,I,VS1,63.1,56.0,4129,164.54973600000002
1.01,Good,J,VS1,60.4,64.0,4129,162.75168000000002
1.01,Fair,H,SI2,64.9,56.0,4129,161.415
1.01,Premium,I,SI1,59.9,59.0,4129,160.08655199999998
0.9,Very Good,D,SI1,60.1,58.0,4130,149.31377999999998
0.82,Ideal,G,VVS2,62.1,56.0,4130,133.472484
1.08,Ideal,I,SI2,62.3,57.0,4130,177.78256
1.16,Good,F,SI2,60.8,65.0,4131,188.09415
1.01,Ideal,H,SI2,60.1,60.0,4131,166.6392
1.09,Ideal,J,VS2,61.3,57.0,4131,177.92665799999997
1.2,Premium,I,VS2,61.3,60.0,4131,190.20487500000002
1.06,Very Good,I,SI2,62.8,56.0,4132,173.32806499999998
0.91,Ideal,E,SI1,61.0,58.0,4132,149.693194
1.22,Premium,J,SI2,62.2,60.0,4132,198.24252499999997
0.9,Premium,D,SI2,61.2,62.0,4133,141.960304
1.23,Premium,I,SI1,60.3,60.0,4133,199.39272
1.01,Very Good,J,SI1,63.3,55.0,4133,160.67588800000001
1.0,Ideal,I,SI1,61.6,59.0,4133,159.96200399999998
1.1,Good,I,SI1,63.1,61.0,4133,175.40652799999998
0.9,Ideal,G,VS2,62.7,56.0,4133,149.521875
0.9,Premium,E,SI2,61.7,57.0,4133,148.563072
0.9,Ideal,H,VS2,61.9,55.0,4133,147.846912
0.9,Very Good,E,VS2,61.1,63.0,4134,144.60011999999998
1.11,Premium,F,SI2,62.5,59.0,4134,176.43407
0.73,Ideal,D,VS2,60.7,57.0,4134,121.90415999999999
0.73,Ideal,D,VS2,61.6,56.0,4134,118.93248000000001
0.9,Very Good,G,VS2,63.4,59.0,4135,144.23644800000002
0.82,Very Good,E,VS2,62.8,59.0,4135,130.592832
0.82,Ideal,D,SI1,61.6,57.0,4135,135.710064
0.82,Ideal,D,SI1,62.2,55.0,4135,133.02831600000002
0.9,Good,G,VS2,64.4,62.0,4135,138.726084
1.04,Ideal,I,SI1,63.0,56.0,4135,168.37266599999998
1.01,Good,G,SI2,63.7,59.0,4135,162.64151199999998
0.9,Very Good,H,VS1,61.5,59.0,4136,143.810413
0.9,Very Good,H,VS1,61.8,56.0,4136,145.042128
0.96,Very Good,H,VS2,61.2,57.0,4136,157.347388
0.9,Very Good,H,VS1,62.7,57.0,4136,146.468472
0.9,Very Good,H,VS1,63.0,59.0,4136,143.96305
0.96,Very Good,G,SI1,62.0,59.0,4136,154.29648
1.02,Very Good,J,SI1,61.4,58.0,4137,167.3789
0.9,Premium,G,VS2,62.4,61.0,4137,145.236864
0.9,Premium,G,VS2,60.8,56.0,4137,142.52474999999998
0.9,Premium,G,VS2,62.0,60.0,4137,145.18521199999998
0.9,Premium,G,VS2,62.8,58.0,4137,143.58758399999996
1.01,Premium,F,SI2,62.8,57.0,4137,155.13513600000002
1.0,Good,H,SI1,56.8,65.0,4138,159.58390800000004
0.91,Premium,E,SI1,60.5,61.0,4138,144.999512
0.91,Premium,E,SI1,62.4,57.0,4138,146.55140500000005
0.91,Premium,E,SI1,61.9,61.0,4138,141.11496
1.01,Premium,G,SI1,62.3,59.0,4138,159.92776800000001
0.91,Very Good,E,SI1,63.5,57.0,4138,143.529399
0.91,Premium,E,SI1,62.6,58.0,4138,145.85263
1.01,Good,G,SI1,64.2,56.0,4138,161.75214
1.05,Premium,E,SI2,61.5,59.0,4139,172.89344799999998
1.12,Ideal,D,I1,60.6,55.0,4139,186.07373199999998
0.97,Very Good,G,SI1,60.2,61.0,4140,160.00128
1.01,Good,F,SI2,64.9,60.0,4140,156.55
1.01,Good,F,SI2,58.2,61.0,4140,159.701598
1.1,Very Good,E,SI2,63.3,56.0,4140,178.31471000000005
1.32,Fair,H,I1,65.8,55.0,4140,211.61867099999998
0.8,Ideal,F,VVS2,61.6,57.0,4140,130.14480600000002
1.12,Ideal,F,SI2,61.8,55.0,4140,184.01380200000003
0.93,Premium,D,SI2,62.6,57.0,4140,151.36679999999998
0.93,Premium,D,SI2,60.6,59.0,4140,152.97786
1.5,Premium,G,I1,60.4,55.0,4140,241.04760000000005
1.0,Fair,E,SI1,66.3,62.0,4140,155.40445799999998
1.5,Good,G,I1,63.7,57.0,4140,242.49825600000003
1.04,Premium,I,SI2,61.3,59.0,4141,166.70030000000003
0.82,Very Good,F,VVS2,63.1,59.0,4141,132.310125
0.91,Very Good,F,SI1,62.0,59.0,4141,148.47140000000002
0.95,Premium,E,SI2,60.7,59.0,4142,153.86112
1.0,Very Good,G,SI2,62.4,60.0,4142,158.51982
0.96,Very Good,F,SI2,60.9,57.0,4142,159.74244000000002
0.73,Ideal,G,IF,62.3,56.0,4142,118.360528
0.91,Very Good,H,VVS2,63.6,56.0,4143,145.69722700000003
1.0,Premium,F,SI1,59.0,59.0,4144,163.91375
1.0,Premium,J,VS1,62.8,57.0,4144,162.30599999999998
1.0,Ideal,J,VS1,62.3,56.0,4144,163.68336599999998
0.9,Very Good,E,SI1,62.0,62.0,4144,144.942642
0.93,Very Good,G,SI1,62.3,58.0,4144,152.09220000000002
1.0,Premium,H,SI1,61.7,59.0,4144,160.624344
1.0,Premium,F,SI2,61.5,59.0,4144,165.41719600000002
1.41,Fair,H,I1,64.7,58.0,4145,224.5425
1.05,Premium,J,VS2,61.1,58.0,4145,170.395344
0.8,Ideal,G,VVS2,62.6,54.0,4146,130.67732999999998
1.21,Fair,J,SI1,65.0,59.0,4147,187.150392
1.21,Fair,J,SI1,65.3,60.0,4147,183.89448
0.9,Ideal,E,SI1,61.7,56.0,4147,146.599376
0.9,Good,E,SI1,60.4,58.0,4147,142.444224
1.0,Very Good,I,SI1,63.1,58.0,4149,159.61995
1.01,Good,H,SI2,64.8,58.0,4149,159.353376
1.01,Good,E,SI2,63.3,58.0,4149,159.766
1.14,Ideal,H,SI2,62.6,57.0,4150,186.51787000000002
0.92,Premium,D,SI2,62.5,55.0,4150,148.522086
0.91,Good,G,VS1,64.1,59.0,4150,146.58056
1.01,Good,G,SI2,62.4,60.0,4150,159.673536
1.0,Fair,H,SI1,56.3,63.0,4150,163.464639
0.95,Premium,G,SI1,62.6,58.0,4150,151.61094
0.76,Ideal,D,VVS2,62.3,57.0,4150,125.12491999999999
1.0,Premium,H,SI1,61.8,59.0,4150,160.1216
0.76,Premium,F,IF,60.6,60.0,4150,122.66514
1.02,Premium,F,SI2,62.7,59.0,4151,165.42702
0.9,Very Good,E,SI1,63.1,58.0,4151,141.106392
0.9,Premium,G,VS2,61.1,58.0,4152,148.11375
1.08,Very Good,J,SI2,62.5,60.0,4152,174.93216299999997
1.18,Ideal,E,I1,61.6,56.0,4153,194.029682
1.01,Very Good,J,SI1,61.3,57.0,4153,166.44225000000003
1.03,Premium,H,SI2,62.3,59.0,4153,166.30753199999998
1.03,Premium,J,SI1,61.7,54.0,4153,171.8392
1.01,Premium,G,SI2,60.1,59.0,4154,159.09183
1.09,Good,F,SI1,61.0,64.0,4154,175.810362
1.01,Very Good,G,SI2,63.5,58.0,4154,163.670904
0.92,Premium,H,VS1,61.0,62.0,4155,151.922688
0.9,Very Good,H,VS2,62.0,57.0,4155,142.7888
0.9,Premium,H,VS2,61.8,58.0,4155,143.48951999999997
0.9,Premium,H,VS2,61.3,59.0,4155,147.16353600000002
0.9,Very Good,H,VS2,61.8,56.0,4155,148.32
0.9,Very Good,H,VS2,62.7,59.0,4155,144.0576
1.02,Very Good,I,SI2,63.2,60.0,4155,164.96006800000004
1.0,Good,F,SI2,57.3,61.0,4155,165.84130399999998
1.06,Premium,F,SI1,61.9,59.0,4155,173.48742
1.0,Premium,I,VS2,62.6,59.0,4155,157.02198
1.0,Good,F,SI2,63.8,58.0,4155,159.804648
1.0,Ideal,F,SI2,62.7,57.0,4155,157.919256
1.0,Premium,F,SI2,62.9,59.0,4155,160.62543
1.0,Premium,F,SI2,62.6,58.0,4155,159.572959
1.0,Premium,F,SI2,62.8,57.0,4155,164.911656
1.0,Good,I,VS2,59.7,64.0,4155,162.499365
1.0,Good,D,SI1,57.6,62.0,4155,162.6534
1.06,Premium,D,SI2,60.9,60.0,4155,169.96988
1.0,Premium,F,SI2,62.4,61.0,4155,158.27176000000003
1.0,Premium,F,SI2,59.4,62.0,4155,154.51072
1.06,Premium,I,SI1,62.9,60.0,4155,168.90452599999998
0.9,Good,H,VS2,61.5,61.0,4156,146.21256000000002
0.9,Very Good,H,VS2,62.2,58.0,4157,144.242436
0.74,Ideal,F,VVS2,61.7,57.0,4157,121.390824
0.9,Ideal,I,VS2,62.0,53.0,4157,147.99053500000002
1.1,Ideal,J,SI2,60.9,56.0,4157,183.149568
1.16,Premium,H,SI2,58.8,61.0,4157,191.97485999999998
0.9,Premium,F,SI1,61.2,59.0,4158,144.132912
0.9,Very Good,F,SI1,63.2,56.0,4158,145.18072800000002
0.92,Good,D,SI1,63.6,57.0,4158,145.457214
0.92,Good,D,SI1,63.1,58.0,4158,145.65751200000003
1.0,Good,F,SI1,63.7,58.0,4158,160.31197199999997
1.05,Very Good,H,SI2,63.0,59.0,4158,169.84598400000004
1.1,Ideal,I,SI2,62.8,57.0,4158,180.06019199999997
1.12,Premium,G,SI2,61.2,58.0,4158,182.505207
1.04,Premium,G,SI2,60.3,62.0,4158,168.0016
1.36,Fair,J,SI2,67.8,55.0,4158,203.49097200000003
1.12,Good,G,SI2,56.7,62.0,4158,184.87014000000002
0.9,Premium,E,SI1,62.9,58.0,4158,145.28113600000003
0.9,Premium,F,SI1,63.0,60.0,4158,143.727045
0.9,Premium,F,SI1,59.9,59.0,4158,148.051504
1.12,Ideal,G,SI2,62.8,54.0,4158,186.40472000000003
0.83,Ideal,D,SI1,61.9,56.0,4159,135.40049199999999
1.02,Good,G,SI2,59.9,58.0,4159,165.5316
0.94,Premium,G,SI1,61.3,61.0,4159,153.19992599999998
1.03,Premium,G,SI2,59.3,58.0,4160,171.01156799999998
0.91,Ideal,E,SI2,61.8,56.0,4160,149.423505
1.32,Premium,J,SI2,61.2,59.0,4160,215.32262400000002
0.9,Very Good,I,VVS1,63.5,58.0,4161,142.454844
0.9,Ideal,G,SI1,62.1,56.0,4161,146.65728
0.9,Ideal,G,SI1,61.9,55.0,4161,147.84537600000002
0.59,Ideal,D,IF,60.7,58.0,4161,99.33606
1.02,Very Good,F,SI2,63.0,58.0,4162,165.992288
1.02,Very Good,F,SI2,60.4,60.0,4162,166.552221
1.02,Ideal,F,SI2,62.1,56.0,4162,164.708796
1.02,Very Good,F,SI2,59.9,62.0,4162,165.53549999999998
1.06,Very Good,G,SI2,61.1,62.0,4162,174.04791
1.02,Very Good,F,SI2,62.0,59.0,4162,160.52247
1.02,Very Good,F,SI2,60.2,61.0,4162,165.19593600000002
1.02,Good,F,SI2,63.8,53.0,4162,168.304318
1.02,Premium,F,SI2,59.9,59.0,4162,170.32777599999997
1.03,Ideal,I,SI2,62.3,59.0,4162,164.862
0.93,Very Good,G,SI2,62.9,56.0,4163,151.02766000000003
1.0,Fair,G,SI1,63.1,59.0,4163,157.316808
0.33,Ideal,E,SI1,62.5,55.0,579,54.48313
0.33,Ideal,I,VVS2,62.4,56.0,579,53.920187999999996
0.33,Premium,G,VS2,61.4,60.0,579,53.378640000000004
0.33,Ideal,H,VS1,62.0,55.0,579,54.654624000000005
0.33,Ideal,H,VS1,61.7,54.0,579,54.701625
0.33,Very Good,E,SI1,62.7,56.0,579,54.113335
0.33,Premium,G,VS2,61.9,59.0,579,53.76976000000001
0.33,Ideal,E,SI1,62.4,56.0,579,53.920187999999996
0.33,Very Good,E,SI1,60.7,57.0,579,53.46567
0.33,Premium,I,VVS2,61.0,58.0,579,53.422772
0.33,Very Good,G,VS2,60.9,56.0,579,54.7911
0.33,Premium,I,VVS2,61.0,59.0,579,52.86708000000001
0.33,Very Good,G,VS2,62.0,58.0,579,54.08975
0.33,Ideal,I,VVS2,62.7,54.0,579,54.67982
0.33,Very Good,G,VS2,59.3,61.0,579,54.067233
0.33,Good,I,VVS2,63.7,56.0,579,53.52336000000001
0.33,Ideal,H,VS1,61.8,56.0,579,53.89196400000001
0.33,Premium,G,VS2,62.6,58.0,579,54.237708000000005
0.33,Premium,I,VVS2,61.4,58.0,579,54.624640000000014
0.33,Very Good,E,SI1,59.1,58.0,579,55.115807999999994
0.33,Very Good,G,VS2,60.8,62.0,579,53.225640000000006
0.33,Ideal,I,VVS2,62.4,57.0,579,54.041903999999995
0.33,Ideal,G,VS2,62.5,57.0,579,53.239725
0.33,Very Good,G,VS2,61.1,59.0,579,53.861712000000004
0.33,Premium,G,VS2,60.8,58.0,579,53.905965
0.33,Very Good,H,VS1,60.0,61.0,579,54.67392000000001
0.33,Premium,E,SI1,62.2,59.0,579,53.724825
0.33,Premium,H,VS1,61.9,58.0,579,54.212125
0.33,Premium,H,VS1,62.1,59.0,579,54.531527999999994
0.33,Ideal,G,VS2,61.6,55.0,579,54.136372
1.05,Ideal,I,SI2,60.9,57.0,4163,173.87760999999998
1.0,Ideal,H,SI2,62.5,54.0,4163,160.07675200000003
1.04,Premium,E,SI2,61.6,59.0,4164,173.85534
0.85,Ideal,G,VS1,61.6,54.0,4164,139.908096
0.9,Good,E,SI1,63.1,61.0,4165,147.606828
0.9,Very Good,E,SI1,61.3,57.0,4165,150.718464
0.9,Very Good,E,SI1,59.8,58.0,4165,145.002258
0.9,Very Good,E,SI1,61.8,59.0,4165,142.64650400000002
0.93,Good,D,SI2,61.4,63.0,4165,149.12947599999998
0.9,Good,E,SI1,58.3,61.0,4165,143.26104
0.91,Premium,D,SI1,61.5,59.0,4165,147.54749999999999
1.01,Very Good,I,SI1,62.9,58.0,4166,161.5432
1.01,Premium,I,SI1,61.8,59.0,4166,162.450288
1.01,Premium,H,SI2,61.6,59.0,4166,162.54882
1.01,Good,F,SI2,63.7,59.0,4166,161.46759200000002
1.01,Very Good,H,SI2,58.8,58.0,4166,168.754392
1.0,Fair,H,VS2,66.8,63.0,4166,154.30432000000002
1.0,Good,H,VS2,57.8,59.0,4166,158.434125
0.71,Ideal,F,VVS2,62.2,56.0,4167,116.47608000000001
0.71,Ideal,F,VVS2,61.6,54.0,4167,118.727424
1.17,Premium,F,SI2,59.9,59.0,4167,191.81932
1.02,Good,H,SI1,57.1,61.0,4167,165.398436
1.06,Ideal,I,SI2,61.3,56.0,4167,173.952935
0.9,Ideal,D,SI2,60.8,56.0,4167,148.43712
1.08,Very Good,F,SI2,63.3,59.0,4167,170.68060800000003
1.51,Fair,G,I1,65.6,54.0,4167,243.96735999999999
1.01,Good,E,SI2,63.3,58.0,4168,160.67267999999999
0.92,Premium,D,SI2,62.4,58.0,4168,147.66121199999998
0.92,Very Good,D,SI2,62.4,60.0,4168,150.980625
1.11,Very Good,I,SI2,62.6,55.0,4168,186.51787000000002
1.19,Premium,D,SI2,58.6,61.0,4168,193.37818499999997
1.11,Very Good,E,SI2,60.0,61.0,4170,179.20128599999998
0.8,Ideal,D,VS2,61.0,57.0,4170,130.524
1.0,Premium,G,SI2,62.7,59.0,4170,159.06996
0.7,Very Good,E,VVS1,61.6,61.0,4171,114.96672000000001
1.01,Very Good,I,SI2,62.9,55.0,4171,164.399508
0.95,Premium,F,SI2,62.4,59.0,4171,151.222194
0.73,Ideal,F,VVS1,61.1,56.0,4171,121.964766
1.01,Good,E,SI2,57.5,63.0,4171,163.16294399999998
1.01,Good,I,SI1,61.7,58.0,4171,159.21216
1.0,Ideal,H,VS2,62.4,57.0,4172,162.91648800000002
0.6,Ideal,D,VVS1,62.5,55.0,4172,98.92584
1.0,Very Good,H,SI2,61.6,58.0,4172,165.160337
0.97,Premium,H,SI1,61.9,60.0,4172,157.31352
1.0,Premium,G,SI2,59.4,62.0,4172,161.91175
0.9,Very Good,H,VS2,62.7,59.0,4173,145.139995
1.14,Very Good,J,SI1,63.3,55.0,4173,184.8924
0.9,Ideal,H,VS2,61.6,57.0,4173,149.027712
0.9,Good,E,SI1,60.7,63.0,4173,137.67367000000002
0.92,Very Good,H,VS2,63.4,57.0,4173,146.64794300000003
0.92,Very Good,H,VS2,63.1,57.0,4173,149.1906
1.08,Premium,J,SI1,61.0,60.0,4173,174.84346799999997
0.92,Ideal,G,SI1,62.6,56.0,4173,149.146812
1.0,Ideal,I,SI1,62.7,56.0,4174,160.481958
1.01,Ideal,J,SI2,61.9,55.0,4174,167.59795
1.04,Very Good,I,SI1,62.5,62.0,4175,165.27415499999998
1.03,Ideal,J,SI1,61.6,57.0,4175,167.28234600000002
1.13,Fair,F,SI2,64.4,56.0,4176,181.04475199999996
1.01,Very Good,G,SI2,62.9,56.0,4176,162.96800399999998
1.11,Premium,E,SI2,61.0,60.0,4177,181.069416
1.03,Good,D,SI2,57.6,58.0,4177,168.16404
1.11,Premium,E,SI2,61.6,61.0,4177,180.052434
1.2,Premium,J,SI2,61.8,56.0,4177,196.85666999999995
1.11,Very Good,E,SI2,61.7,63.0,4177,177.00837
0.9,Good,D,SI1,63.8,57.0,4178,144.50727600000002
1.01,Good,E,SI1,63.8,60.0,4179,162.131664
0.93,Ideal,E,SI1,62.0,56.0,4179,152.925625
1.02,Good,F,SI2,64.1,60.0,4179,158.03625
0.91,Premium,D,SI1,59.3,58.0,4179,152.25295799999998
1.28,Ideal,F,SI2,59.7,57.0,4179,212.630256
0.79,Ideal,F,VVS2,61.9,57.0,4180,130.06150399999999
0.9,Premium,D,SI1,61.8,59.0,4181,141.577254
1.04,Very Good,F,SI2,62.3,58.0,4181,168.69580000000002
1.0,Very Good,E,SI2,63.7,60.0,4181,157.74720000000002
1.22,Good,G,SI2,64.0,61.0,4181,193.88699999999997
0.83,Ideal,G,VS1,62.1,57.0,4181,134.726481
0.85,Ideal,E,SI1,60.7,57.0,4181,139.557288
1.01,Good,E,SI1,64.3,59.0,4181,160.48853999999997
1.01,Fair,E,SI1,64.7,59.0,4181,151.88054700000004
0.9,Very Good,G,VS2,62.4,60.0,4182,140.93326000000002
0.73,Ideal,G,VVS1,61.7,57.0,4182,119.47361999999997
0.94,Ideal,D,SI2,62.1,56.0,4182,150.204375
0.97,Good,F,SI2,59.1,62.0,4182,163.41171
0.93,Premium,F,SI1,61.1,59.0,4182,153.04828
0.9,Premium,G,VS2,60.9,58.0,4183,148.737034
0.9,Premium,F,SI1,62.0,55.0,4183,146.27536
0.92,Ideal,E,SI1,61.4,55.0,4183,151.353125
0.78,Ideal,D,VS2,62.3,54.0,4183,127.31853900000002
0.92,Very Good,E,SI1,63.2,58.0,4183,148.46831999999998
0.91,Good,G,VS2,63.6,58.0,4183,145.69606
0.92,Premium,E,SI1,59.4,62.0,4183,146.63376
0.9,Fair,F,VS1,66.2,55.0,4183,145.9068
0.92,Good,E,SI1,63.7,57.0,4183,146.31006
0.65,Ideal,E,IF,62.3,56.0,4184,105.88463999999999
1.0,Good,E,SI2,59.9,63.0,4184,162.669
1.01,Premium,I,SI1,61.8,58.0,4185,162.70254
1.01,Very Good,H,SI2,58.9,60.0,4185,169.44684400000003
1.01,Good,G,SI2,63.8,53.0,4185,164.21522599999997
1.01,Very Good,I,SI1,63.4,55.0,4185,163.92906
1.11,Ideal,G,SI2,61.9,55.0,4185,179.94899999999998
1.01,Very Good,G,SI1,63.3,57.0,4185,162.60699
0.9,Very Good,H,VVS2,62.9,58.0,4186,144.43275
0.9,Very Good,F,VS2,61.2,59.0,4186,147.87372
0.96,Very Good,E,SI2,62.6,60.0,4186,155.879008
1.01,Very Good,I,SI1,59.7,60.0,4186,165.36195500000002
1.15,Ideal,H,SI2,62.2,57.0,4186,183.35397599999996
1.15,Premium,F,SI2,61.8,54.0,4186,191.2977
0.96,Very Good,I,VS2,59.6,59.0,4187,155.56687200000002
0.9,Good,I,VVS1,63.6,58.0,4187,145.69606
1.01,Very Good,F,SI2,62.4,58.0,4187,163.17264600000001
0.9,Very Good,D,SI1,63.4,53.0,4187,146.40793
0.9,Good,D,SI1,62.0,62.0,4187,139.36181999999997
0.91,Very Good,E,SI1,63.7,59.0,4188,148.262632
0.91,Very Good,F,SI1,63.1,60.0,4188,146.74974799999998
0.87,Ideal,F,SI1,61.7,56.0,4188,140.74164
0.87,Premium,D,SI1,62.1,58.0,4189,141.254816
1.01,Very Good,I,SI1,63.6,58.0,4189,161.730348
0.85,Ideal,E,VS1,63.0,57.0,4189,138.39296000000002
1.02,Ideal,I,SI2,62.8,58.0,4189,163.735117
1.01,Good,J,VS1,61.5,61.0,4189,162.801225
1.0,Premium,G,SI1,60.0,62.0,4189,162.16848000000002
1.04,Very Good,I,SI1,64.1,57.0,4190,165.29304
0.9,Good,E,SI1,57.9,60.0,4190,146.18772
1.01,Premium,H,SI1,60.3,59.0,4191,160.66692
0.86,Very Good,D,VS2,62.8,55.0,4191,142.510853
1.21,Very Good,J,VS2,62.4,58.0,4191,197.09672500000002
0.91,Very Good,E,SI1,63.3,56.0,4191,146.887956
0.91,Very Good,E,SI1,58.8,59.0,4191,151.517124
0.9,Ideal,E,SI2,62.2,55.0,4191,148.616948
1.04,Good,D,SI2,57.6,63.0,4191,172.05265
1.01,Good,H,SI1,64.0,58.0,4191,163.19048199999997
0.9,Premium,H,VS2,61.7,59.0,4191,144.18986
1.01,Very Good,H,SI1,63.4,58.0,4191,165.36838500000002
1.01,Fair,H,SI1,64.6,55.0,4191,159.215625
1.01,Premium,H,SI1,61.9,59.0,4191,157.31743999999998
1.01,Ideal,H,SI1,60.2,56.0,4191,161.165112
1.01,Premium,H,SI1,61.2,59.0,4191,162.2304
1.01,Premium,H,SI1,58.8,62.0,4191,166.360596
1.01,Premium,H,SI1,58.2,62.0,4191,160.193376
1.1,Very Good,I,SI2,62.6,59.0,4192,175.89861
1.21,Good,J,SI2,63.7,55.0,4192,198.5796
0.89,Ideal,D,SI2,60.8,56.0,4192,147.33625
1.04,Very Good,I,SI1,63.2,54.0,4193,169.99646400000003
0.91,Very Good,H,VS2,58.3,59.0,4193,153.65603000000002
0.9,Good,D,SI1,63.8,58.0,4193,145.59363
1.04,Good,H,SI2,57.9,58.0,4193,174.17164799999998
1.04,Ideal,H,SI2,60.3,56.0,4193,173.105324
0.8,Premium,G,IF,62.6,58.0,4193,129.23248999999998
1.07,Good,I,VS2,63.8,60.0,4194,166.85486400000002
